mean_energy,std_energy,min_energy,max_energy,max_rms,std_rms,median_rms,min_rms,mfcc_mean_00,mfcc_mean_01,mfcc_mean_02,mfcc_mean_03,mfcc_mean_04,mfcc_mean_05,mfcc_mean_06,mfcc_mean_07,mfcc_mean_08,mfcc_mean_09,mfcc_mean_10,mfcc_mean_11,mfcc_std_00,mfcc_std_01,mfcc_std_02,mfcc_std_03,mfcc_std_04,mfcc_std_05,mfcc_std_06,mfcc_std_07,mfcc_std_08,mfcc_std_09,mfcc_std_10,mfcc_std_11,mfcc_max_00,mfcc_max_01,mfcc_max_02,mfcc_max_03,mfcc_max_04,mfcc_max_05,mfcc_max_06,mfcc_max_07,mfcc_max_08,mfcc_max_09,mfcc_max_10,mfcc_max_11,mfcc_min_00,mfcc_min_01,mfcc_min_02,mfcc_min_03,mfcc_min_04,mfcc_min_05,mfcc_min_06,mfcc_min_07,mfcc_min_08,mfcc_min_09,mfcc_min_10,mfcc_min_11,genre,preds,track_name
2.3499601529651595,4.659347445679121,0.010299350560116329,93.72249015792113,0.4278454482555389,0.04089177027344704,0.04358282685279846,0.004485077224671841,-316.4151916503906,156.61495971679688,4.148718357086182,7.457380294799805,0.4952732622623444,-7.283907413482666,-12.314706802368164,-10.798166275024414,-6.919365406036378,-2.7855684757232666,-0.22129693627357488,1.2662767171859741,63.84864807128906,20.837970733642575,28.10383033752441,18.290340423583984,13.292842864990234,10.993242263793944,10.424102783203123,9.71704387664795,8.63872241973877,8.553487777709961,9.374245643615724,9.48780918121338,-103.42293548583984,208.70513916015625,70.4474868774414,58.31135940551758,38.4092025756836,23.574331283569336,16.298662185668945,11.280778884887695,16.135709762573242,23.60041618347168,35.069602966308594,38.43321228027344,-440.2227478027344,83.36691284179688,-58.752357482910156,-49.21690368652344,-45.5135498046875,-45.36334609985352,-46.38157653808594,-45.05113983154297,-41.39160919189453,-32.06692886352539,-30.88626289367676,-27.40825271606445,baroque,serialism,Part I. Overture in E minor: V. Passepied
73.30400258285158,66.90052449372732,0.10995360696688294,401.3590446054004,0.8853837847709656,0.1600380390882492,0.3495710790157318,0.014654457569122313,-89.50597381591797,122.55347442626952,-24.48328018188477,56.8775634765625,-21.23357391357422,29.902931213378906,-10.677083969116213,9.804064750671387,-3.044039011001587,-0.6116946339607239,6.097482204437256,7.739145755767822,47.89002990722656,28.33391761779785,26.866071701049805,21.32997131347656,17.038400650024414,17.229909896850586,14.696776390075685,15.122274398803713,12.258840560913086,14.339001655578613,12.815424919128418,13.414886474609375,45.03565979003906,234.4881591796875,62.374794006347656,129.37269592285156,32.572216033935554,70.67147827148438,32.83583831787109,53.85481262207031,33.57695770263672,41.01165771484375,47.48239135742188,44.60643005371094,-282.01800537109375,-22.87428092956543,-86.40592956542969,-26.00568771362305,-97.92466735839844,-26.95098876953125,-63.6266098022461,-51.652915954589844,-55.61566925048828,-62.70663452148438,-36.43311309814453,-41.328392028808594,pop,rap,"You Stay (feat. Meek Mill, J Balvin, Lil Baby & Jeremih)"
48.08954518800213,63.66779477172762,0.039556009858387135,306.4727922193233,0.7736793160438538,0.1657858043909073,0.2057629972696305,0.00878964364528656,-174.1080780029297,129.97367858886722,-21.059682846069336,31.887022018432607,5.255943775177002,21.354923248291016,2.8222899436950684,26.920412063598643,-4.3508996963500985,10.191783905029297,17.644811630249023,2.559284210205078,71.81903839111328,27.90881729125977,27.293310165405273,16.45663070678711,23.45653343200684,16.303373336791992,20.77263832092285,13.95619010925293,13.413308143615724,12.064741134643555,11.650375366210938,11.472417831420898,1.2277545928955078,223.208984375,70.492431640625,99.05290985107422,54.11245727539063,93.14773559570312,48.17923355102539,67.51325988769531,27.94941329956055,50.67469787597656,61.91069793701172,34.350757598876946,-359.4296569824219,-48.43588638305664,-102.34959411621094,-39.16431427001953,-86.36892700195312,-35.17560195922852,-57.7706184387207,-20.34066772460937,-60.33036804199219,-28.8111572265625,-25.392208099365234,-36.23859024047852,pop,rap,Selfish (feat. Rihanna)
44.82300088413211,52.15818503922287,0.0006246971897780893,354.39627301110886,0.8319737315177917,0.13730645179748535,0.2378508001565933,0.001104586641304195,-137.9814453125,137.70565795898438,3.1920766830444336,40.17449951171875,-10.882676124572754,18.75057983398437,-22.201467514038086,26.604534149169922,0.2314173877239228,5.0514984130859375,17.467924118041992,-0.6771555542945862,60.23410034179688,33.050479888916016,25.95846366882324,25.20154571533203,19.529050827026367,16.17551612854004,18.2056941986084,14.642287254333494,13.366007804870605,14.331714630126953,13.114323616027832,10.545127868652344,-30.01564979553223,231.83248901367188,89.79844665527344,139.71711730957028,42.972164154052734,81.77597045898438,34.95709228515625,71.97467041015625,45.9122314453125,49.32379531860352,57.67337036132813,29.005046844482425,-440.185791015625,-10.529664993286133,-90.30909729003906,-43.432579040527344,-110.80596160888672,-33.80329132080078,-86.00163269042969,-27.26275634765625,-48.219764709472656,-43.08504867553711,-24.466312408447266,-42.82107925415039,pop,r&b,Lil Boi (Big Talk) [feat. Queen Naija]
15.89912904690691,6.968227868032157,1.4670245850577766,55.05539691759481,0.32791778445243835,0.03750200942158699,0.16967591643333435,0.05352833122015,-147.4982147216797,199.33123779296875,-79.37438201904297,68.56535339355469,20.7767391204834,-6.413083076477051,12.161808013916016,-9.311718940734863,7.201364040374756,-0.62501060962677,1.212248682975769,5.513399600982666,34.89392471313477,17.742605209350586,14.818553924560547,11.47447681427002,16.424896240234375,13.095486640930176,10.080406188964844,9.22108554840088,9.170419692993164,9.48915195465088,8.178315162658691,8.588851928710938,-43.05078506469727,234.34390258789062,-15.506549835205078,112.84481811523438,60.16993713378906,41.49769973754883,54.45378494262695,29.81313705444336,43.03364181518555,36.90011215209961,36.975746154785156,42.25197982788086,-252.99639892578125,115.46127319335938,-118.1216049194336,30.70724105834961,-30.898944854736328,-41.7060775756836,-28.47252082824707,-41.95680236816406,-18.436899185180664,-28.638263702392567,-24.591236114501953,-21.08519554138184,rock,progressive bluegrass,Black Night
27.063780209990142,29.939062624352946,0.07382917660288513,259.5585963821504,0.7120044827461243,0.10295731574296953,0.1934782862663269,0.01200823113322258,-100.67267608642578,136.56965637207028,-34.54245758056641,43.44921875,-27.66991233825684,27.523944854736328,-13.486312866210938,13.172969818115234,-9.591740608215332,4.5590782165527335,-4.899677276611328,-2.686877489089966,68.48690032958984,29.050331115722656,22.13201904296875,18.03507804870605,17.565605163574222,14.33073902130127,15.952168464660645,13.748353958129885,11.236482620239258,13.243436813354492,11.2649564743042,10.629555702209473,72.92916870117188,220.71127319335938,46.67210006713867,104.11289978027344,25.31757354736328,71.05413818359375,31.83245658874512,60.92638397216797,33.61794662475586,40.43826293945313,34.00428009033203,41.21110916137695,-325.73480224609375,50.584388732910156,-122.29103088378906,-12.694135665893555,-89.31951904296875,-21.51475524902344,-65.51174163818361,-29.889408111572266,-50.34369659423828,-43.43654251098633,-48.81610107421875,-39.60696029663086,r&b,pop,P.Y.T. (Pretty Young Thing)
3.3806225435280006,6.895877046520423,7.616788947667485e-05,60.6751948906071,0.34424734115600586,0.06255529075860977,0.020155303180217743,0.00038570116157643497,-388.8333740234375,173.32264709472656,33.22705078125,3.1768152713775635,8.463588714599611,5.197065830230713,4.189135551452637,-1.00714910030365,-4.1440157890319815,-4.654000759124756,-5.093855857849121,-2.563484907150269,111.7451400756836,66.58194732666016,42.63490295410156,22.82486915588379,11.235840797424316,11.056884765625,9.05447006225586,8.458361625671388,7.978198528289795,7.838736057281494,7.795022010803223,6.917308807373048,-118.60826873779295,270.060302734375,95.74520874023438,47.40165710449219,37.767616271972656,34.50085830688477,25.11471939086914,20.264789581298828,21.07996368408203,20.776336669921875,21.8764762878418,24.5086727142334,-566.2642822265625,23.248065948486328,-74.73990631103516,-44.354827880859375,-33.587127685546875,-27.64267349243164,-26.35576248168945,-31.2718505859375,-28.593509674072266,-29.120513916015625,-26.327117919921875,-22.7088623046875,classical,serialism,"Three Piano Pieces, Op. 11: Bewegt"
2.4685510724349755,6.8996405629632624,0.001893237829612815,86.73395071515188,0.4115850329399109,0.05348973721265793,0.023527104407548904,0.0019229482859373095,-421.57818603515625,141.96954345703125,55.69886779785156,25.704328536987305,11.87384033203125,13.962198257446287,13.074874877929688,6.7351837158203125,1.0824333429336548,-0.6990861892700195,-0.11232476681470872,-0.3620620667934418,61.11264419555664,58.32702255249024,12.63463306427002,21.724193572998047,15.773451805114744,10.898721694946287,9.084939956665039,10.714890480041504,10.306522369384766,10.29807186126709,9.181341171264648,7.1786394119262695,-254.8767242431641,284.3999938964844,88.30095672607422,58.47981262207031,43.65486145019531,38.02254104614258,32.460800170898445,27.870853424072266,21.441835403442386,19.04362297058105,21.13243103027344,17.94953155517578,-504.37060546875,59.97744369506836,1.0910505056381226,-42.97681427001953,-37.48744201660156,-19.673309326171875,-21.082380294799805,-24.197736740112305,-28.832000732421875,-31.01447105407715,-34.19242477416992,-26.646392822265625,classical,serialism,"Six Little Piano Pieces, Op. 19: Langsam"
7.9875840860360805,10.877666199377224,0.09155706674773878,150.55184960301813,0.5422606468200684,0.06199073046445847,0.09627316892147064,0.013372449204325676,-267.12750244140625,167.74578857421875,-34.467533111572266,-15.021376609802244,11.73641300201416,-11.397808074951172,-0.04989976063370705,1.880371332168579,-14.868082046508787,-15.065897941589355,-15.14316463470459,-3.1072711944580083,32.365562438964844,14.300373077392578,20.214468002319336,12.062713623046875,7.800938606262207,9.68131160736084,8.364047050476074,7.7941837310791025,7.870901584625244,10.950196266174316,12.453078269958494,13.545541763305664,-178.510986328125,206.10385131835938,31.859771728515625,32.99057006835937,35.621009826660156,27.621135711669922,31.823444366455078,28.687538146972656,10.096061706542967,18.081863403320312,30.58283615112305,43.499183654785156,-370.015380859375,123.51448822021484,-95.50001525878906,-46.88084411621094,-19.08099365234375,-36.48326873779297,-29.32690048217773,-22.289676666259766,-38.0473861694336,-49.15320587158203,-53.4876708984375,-37.484352111816406,baroque,classical,"Concerto in A Minor for Oboe and Orchestra, RV 461: II. Larghetto"
45.298933273570995,46.35453074683196,0.8114336839756788,232.7362128543856,0.6742128133773804,0.1330757737159729,0.2339283227920532,0.0398099422454834,-89.2467269897461,120.38777160644531,-17.215065002441403,48.453086853027344,-34.816394805908196,36.8397102355957,-18.05018615722656,18.3916015625,-2.4508726596832275,12.47771167755127,4.536550998687744,6.686976909637451,41.39367294311523,25.975236892700195,19.08230400085449,22.94293212890625,21.023889541625977,14.237671852111815,15.109521865844727,14.374680519104006,11.284960746765135,11.110548973083496,11.582921028137207,10.85764217376709,39.15337753295898,191.0220489501953,44.98248291015625,116.17326354980469,32.393783569335945,87.59123229980469,30.01584815979004,59.37525177001953,27.193584442138672,42.36348342895508,40.98393249511719,40.47809600830078,-231.9930419921875,30.311214447021484,-100.2938461303711,-10.164145469665527,-101.3244400024414,-4.744051933288574,-76.14129638671875,-22.15248107910156,-39.981666564941406,-27.44414138793945,-37.68025207519531,-35.67417907714844,hip hop,r&b,Party Bus
